"customer_id","age","gender","subscription_type","watch_hours","last_login_days","region","device","monthly_fees","churned","payment_method","number_of_profiles","avg_watch_time_per_day","favorite_genre"
"251b46dc-0342-44cf-8868-ac80695ec9df",44,"Male","Standard","1.17",51,"South America","Tablet","13.99",1,"Credit Card",3,"0.02","Romance"
"314e27f7-020f-48a3-8914-5c0b51f67d00",27,"Male","Standard","0.39",32,"South America","Laptop","13.99",1,"Gift Card",4,"0.01","Action"
"505fa98f-6743-4996-abac-4dfadbf39cef",59,"Female","Basic","4.16",25,"Europe","Tablet","8.99",1,"Crypto",2,"0.16","Horror"
"51efc330-55c5-4b72-98ef-7bb6c3a82162",44,"Female","Premium","3.73",49,"Oceania","TV","17.99",1,"Credit Card",5,"0.07","Drama"
"318b785e-376e-47cc-bf21-95b314654f83",23,"Female","Standard","0.13",48,"Europe","Laptop","13.99",1,"Crypto",5,"0","Sci-Fi"
"330da1e1-f14f-48b1-a950-169e4c02303d",19,"Male","Basic","0.22",21,"Oceania","Mobile","8.99",1,"Debit Card",4,"0.01","Drama"
"ff0a52b7-4a72-4a00-b2b9-926f67c65a15",52,"Male","Basic","0.12",25,"South America","Mobile","8.99",1,"Gift Card",4,"0","Documentary"
"97b76db8-4504-438b-b561-4b8c8976c938",70,"Female","Premium","1.04",37,"South America","Tablet","17.99",1,"PayPal",2,"0.03","Horror"
"bb60c0f0-462a-411c-bd4a-be52a830f801",49,"Other","Premium","0.65",34,"South America","Laptop","17.99",1,"Credit Card",3,"0.02","Drama"
"2147d452-2d5c-4618-aaba-e7feb7d322f5",52,"Female","Basic","0.3",21,"Europe","Mobile","8.99",1,"Gift Card",2,"0.01","Horror"
"071580bb-2081-42f1-82d9-55d269964fed",70,"Female","Basic","3.99",24,"Africa","Laptop","8.99",1,"Gift Card",1,"0.16","Horror"
"2e7f0f39-fa6e-4eb0-92de-1ec80999427b",57,"Female","Premium","0.26",28,"Europe","Tablet","17.99",1,"Credit Card",2,"0.01","Action"
"2ef8917f-008f-4cda-ac07-1c700c111afd",24,"Other","Basic","3.02",21,"Asia","Tablet","8.99",1,"Gift Card",5,"0.14","Comedy"
"fbf6539b-a9e0-4443-8cd2-46cc1f1c7f81",56,"Other","Premium","1.65",30,"Africa","Mobile","17.99",1,"Gift Card",4,"0.05","Action"
"463e5585-9dae-4c85-94fd-dd5c15096551",49,"Male","Basic","2.89",16,"Oceania","Laptop","8.99",1,"Credit Card",5,"0.17","Drama"
"0c8b427b-4b17-4656-9664-805fd9d79d94",35,"Other","Standard","0.23",54,"Asia","Desktop","13.99",1,"Gift Card",5,"0","Drama"
"dba7977d-3e9b-444f-9130-e3cf2f18c821",65,"Other","Standard","0.4",48,"Europe","TV","13.99",1,"Gift Card",5,"0.01","Comedy"
"136dea6e-2ef8-4543-8646-3a53ecf58c37",64,"Male","Basic","4.74",39,"Europe","Mobile","8.99",1,"Crypto",3,"0.12","Action"
"5ce52697-adf6-410e-9fa4-136a826020d3",18,"Other","Basic","0.59",41,"Asia","Desktop","8.99",1,"Debit Card",5,"0.01","Horror"
"32fefe2e-b543-4afe-ad6e-c9a54d4b9a47",59,"Other","Basic","0.27",44,"North America","Laptop","8.99",1,"PayPal",5,"0.01","Drama"
"652a3ef0-a115-4f83-b5bf-451c62ada858",41,"Male","Premium","4.41",56,"Africa","TV","17.99",1,"Gift Card",2,"0.08","Horror"
"3fa39771-d81f-4b62-a45d-d864399ac4be",57,"Male","Standard","2.31",29,"Europe","Tablet","13.99",1,"Crypto",1,"0.08","Sci-Fi"
"95e16d3f-1437-48a6-878c-5684ef5f409a",46,"Female","Standard","0.71",26,"North America","Tablet","13.99",1,"Crypto",5,"0.03","Action"
"5f976666-0c51-493a-9924-14a17c615b89",31,"Other","Premium","2.47",33,"North America","Mobile","17.99",1,"PayPal",2,"0.07","Sci-Fi"
"efa03a02-4c30-4ef2-a7ea-5d5f76104688",65,"Male","Basic","4.2",54,"North America","Mobile","8.99",1,"Crypto",4,"0.08","Documentary"
"090c334f-63fc-4946-92ad-a588a7600d25",46,"Male","Premium","3.18",11,"North America","TV","17.99",1,"Crypto",4,"0.27","Sci-Fi"
"06a94eb2-a132-4bd9-8737-99c282f2fcc5",68,"Other","Premium","4.12",31,"Europe","TV","17.99",1,"Credit Card",5,"0.13","Drama"
"1abd56c9-1fde-473b-89cd-f9d78879fc10",45,"Male","Basic","4.59",47,"Asia","Laptop","8.99",1,"Gift Card",1,"0.1","Sci-Fi"
"d9b3c54f-401e-4ff5-83c5-66c369e26290",38,"Other","Premium","1.81",22,"Asia","Laptop","17.99",1,"Gift Card",4,"0.08","Action"
"dddfa932-69d3-48e0-81df-8c797829701a",70,"Other","Standard","4.69",32,"Asia","TV","13.99",1,"Debit Card",3,"0.14","Documentary"
"b54f35bd-04b4-4772-bccc-c0914906efd2",22,"Other","Standard","1.04",56,"Africa","Desktop","13.99",1,"PayPal",3,"0.02","Comedy"
"0e66bbc5-6d6d-400d-971e-7604323c6e5a",65,"Other","Basic","3.9",14,"Europe","Mobile","8.99",1,"Debit Card",4,"0.26","Sci-Fi"
"f0f6032f-1fbc-4115-822e-f85a80af44ba",61,"Male","Premium","0.42",51,"Europe","TV","17.99",1,"Gift Card",3,"0.01","Drama"
"e17a955b-011b-402a-9ee1-58470d595818",58,"Female","Basic","0.51",12,"Asia","Tablet","8.99",1,"PayPal",1,"0.04","Action"
"4af19fec-91fd-4307-897a-8820d828d965",33,"Other","Basic","3.84",28,"South America","Mobile","8.99",1,"Credit Card",3,"0.13","Horror"
"2741a884-1629-4cc1-aedb-dd2e1b24bdeb",24,"Female","Standard","0.02",35,"Africa","Tablet","13.99",1,"PayPal",3,"0","Documentary"
"1972b144-6f74-4774-87db-a6e90f56b0a3",70,"Female","Premium","0.36",15,"Oceania","TV","17.99",1,"Gift Card",5,"0.02","Sci-Fi"
"8db6b22f-a49a-49a2-a991-901b21d61905",65,"Other","Basic","1.05",51,"Africa","Mobile","8.99",1,"Gift Card",2,"0.02","Sci-Fi"
"6e8f06ec-bf9b-4aca-82c9-6dfbf5dc0d77",28,"Male","Standard","1.78",35,"South America","Mobile","13.99",1,"Debit Card",3,"0.05","Action"
"9d09dcf2-0456-4e2b-903f-b9e4ccb40654",32,"Male","Premium","4.11",45,"Asia","Laptop","17.99",1,"Credit Card",5,"0.09","Action"
"35f0abfa-dfe5-4081-ae01-cece7e233dd1",19,"Other","Premium","1.44",40,"South America","TV","17.99",1,"Gift Card",5,"0.04","Comedy"
"6bb3b410-ec41-4958-a6eb-a1109b526c2e",63,"Male","Basic","1.44",26,"Europe","Mobile","8.99",1,"Debit Card",1,"0.05","Documentary"
"52a46829-efc4-48f2-adbf-6a7da898af49",57,"Male","Standard","3.51",50,"Oceania","Laptop","13.99",1,"Credit Card",1,"0.07","Documentary"
"47e821d7-8960-4158-a530-812f1e4649a9",63,"Male","Basic","2.51",31,"Europe","Laptop","8.99",1,"Debit Card",3,"0.08","Comedy"
"9a51ecb7-e23d-429f-b479-95a6d35fc07d",32,"Female","Premium","1.8",32,"South America","Mobile","17.99",1,"PayPal",2,"0.05","Romance"
"eab381c2-b6d8-434b-bc0d-a8631c8c5dbe",66,"Other","Standard","0.76",44,"Europe","Tablet","13.99",1,"Gift Card",2,"0.02","Action"
"b3be52ce-4170-4eac-b249-af6b1475451f",20,"Other","Standard","0.52",29,"Asia","TV","13.99",1,"Debit Card",1,"0.02","Romance"
"2e50b30b-57f0-4ab7-8aa0-7d1c90049955",30,"Female","Basic","0.36",60,"Africa","Laptop","8.99",1,"Debit Card",3,"0.01","Drama"
"35634eef-1966-4d15-992c-7486e67a53c4",56,"Female","Basic","0.97",33,"Asia","Mobile","8.99",1,"Debit Card",4,"0.03","Horror"
"9fa9433e-9b38-4a44-9a82-5c6014630867",49,"Female","Basic","4.49",57,"South America","Tablet","8.99",1,"Crypto",5,"0.08","Documentary"
"f6655409-3486-469e-aa75-61a674188c36",32,"Male","Basic","3.87",32,"South America","TV","8.99",1,"Credit Card",2,"0.12","Drama"
"cc539484-c58e-4f2a-8d71-499afab22937",45,"Male","Premium","3.31",34,"Oceania","Tablet","17.99",1,"Gift Card",2,"0.09","Drama"
"d8127bf4-b7ea-4cf8-81ce-270df2f38163",20,"Female","Premium","4.39",33,"Oceania","Mobile","17.99",1,"Gift Card",1,"0.13","Horror"
"3a5bfad8-d098-4418-bdbb-d15c889a2389",63,"Female","Standard","1.33",29,"Asia","Laptop","13.99",1,"Credit Card",3,"0.04","Horror"
"e76c1166-9bcf-4959-a627-863f1c621434",61,"Other","Standard","4.08",35,"Oceania","Mobile","13.99",1,"Gift Card",3,"0.11","Sci-Fi"
"3ed28f9d-f5ec-4a13-afb8-d65fe7f58ab3",62,"Other","Premium","4.31",47,"Asia","Mobile","17.99",1,"Debit Card",5,"0.09","Action"
"14b07c0b-a32b-4f96-a236-6992f512fd8e",33,"Other","Premium","1.81",20,"North America","Tablet","17.99",1,"Crypto",2,"0.09","Comedy"
"a91bb5e4-a577-4365-8bc6-3a306dcc8dd0",61,"Other","Basic","0.65",24,"Oceania","Tablet","8.99",1,"Debit Card",5,"0.03","Horror"
"ed2e6d14-1ec8-4f3a-8a09-10311a97e7db",27,"Other","Premium","4.02",41,"South America","Mobile","17.99",1,"Credit Card",1,"0.1","Documentary"
"ab588e4b-6d23-4746-a5d3-2380dd359f2c",38,"Other","Basic","4.55",18,"Africa","TV","8.99",1,"Credit Card",5,"0.24","Drama"
"9c254e1c-5ae4-470d-9db9-79fd55092590",42,"Male","Basic","0.79",18,"South America","Laptop","8.99",1,"PayPal",4,"0.04","Action"
"1d65e890-ed62-468a-b0cd-153ad70cf2d4",49,"Female","Premium","4.26",40,"Africa","Mobile","17.99",1,"Credit Card",3,"0.1","Comedy"
"766eaa1d-56f8-441e-a9f0-e8626a5f4d40",58,"Other","Premium","1.05",58,"South America","Laptop","17.99",1,"Crypto",1,"0.02","Comedy"
"9086d806-dcb7-4c64-9714-765f6a0303c6",22,"Female","Premium","0.97",13,"Oceania","Laptop","17.99",1,"PayPal",2,"0.07","Action"
"0d6dae1e-d44c-425b-abf5-371bb1a033db",44,"Other","Premium","1.41",33,"South America","Laptop","17.99",1,"Credit Card",1,"0.04","Documentary"
"4f808be4-e7f6-424a-87e8-61497b1afee7",50,"Male","Basic","3.28",59,"Africa","Tablet","8.99",1,"Gift Card",3,"0.05","Documentary"
"ab429cc1-b1b1-4a7c-9a14-38212b83747d",69,"Female","Premium","3.94",38,"Oceania","Laptop","17.99",1,"PayPal",2,"0.1","Sci-Fi"
"ff95f3be-2385-4aca-b331-f385759179bb",50,"Male","Premium","4.27",50,"Asia","Mobile","17.99",1,"Credit Card",3,"0.08","Documentary"
"0b9e8972-a536-4e1c-8f0d-62e22d801f63",51,"Female","Basic","4.74",27,"Africa","Tablet","8.99",1,"PayPal",3,"0.17","Drama"
"e9bacc45-dde8-4b72-bfbc-2466280d785a",53,"Male","Premium","0.77",21,"South America","Laptop","17.99",1,"Crypto",3,"0.04","Sci-Fi"
"139a0e01-29df-48c9-bdad-fa7801585dea",31,"Female","Standard","0.96",55,"North America","Laptop","13.99",1,"Crypto",3,"0.02","Action"
"101e7c6b-4f18-42d0-9626-5f5fd3bbd2e7",62,"Female","Premium","4.34",45,"Africa","Desktop","17.99",1,"Gift Card",3,"0.09","Drama"
"7e292c54-b2c4-497a-b05b-00d61d2b824d",44,"Male","Premium","3.95",26,"Asia","Desktop","17.99",1,"Gift Card",4,"0.15","Action"
"ad9d7de3-a095-4576-931f-7e06480c9b78",45,"Male","Basic","2.73",27,"Asia","Mobile","8.99",1,"Debit Card",3,"0.1","Drama"
"916a5696-c195-4934-bddc-ef0b43ec800b",20,"Male","Basic","0.67",59,"North America","TV","8.99",1,"PayPal",4,"0.01","Horror"
"145a8f1f-3c7d-4dd1-b0d4-858bea81ce6f",42,"Other","Standard","0.68",50,"Africa","Mobile","13.99",1,"Gift Card",4,"0.01","Sci-Fi"
"f022ca06-c211-4695-9187-4a67a9f811da",53,"Other","Standard","0.07",50,"North America","Desktop","13.99",1,"PayPal",3,"0","Action"
"ee277a8f-6580-47ff-b15d-bd4c472f7c33",40,"Female","Standard","0.68",37,"Africa","Laptop","13.99",1,"Debit Card",3,"0.02","Horror"
"5db1bdfc-a507-4f07-baad-908aeb6de81a",57,"Other","Premium","0.97",52,"Africa","Desktop","17.99",1,"Credit Card",1,"0.02","Drama"
"ff81933a-fb48-42d3-9358-c1aba9255e95",68,"Female","Standard","0.34",41,"North America","Mobile","13.99",1,"PayPal",4,"0.01","Action"
"cd276040-08db-4333-90c5-7b14e4af20ae",69,"Other","Premium","0.74",48,"Oceania","Tablet","17.99",1,"PayPal",3,"0.02","Documentary"
"d012e665-05a5-454d-bc1c-4eb7f132dc77",64,"Male","Basic","1.02",16,"North America","TV","8.99",1,"Gift Card",4,"0.06","Sci-Fi"
"7c5015d6-cb4d-4738-9d1d-7f49dbee59c4",28,"Female","Basic","2.97",23,"Europe","Tablet","8.99",1,"Credit Card",5,"0.12","Romance"
"e2bb3e3f-6995-4d56-8ada-5b22730b7d50",48,"Other","Premium","0.71",24,"Africa","Mobile","17.99",1,"PayPal",2,"0.03","Sci-Fi"
"73e2fabe-cd9f-47cd-91c1-fa7d54a00851",53,"Female","Standard","1.49",14,"North America","Desktop","13.99",1,"Gift Card",2,"0.1","Action"
"e9c0dcf8-d2f5-45de-8296-71b278906386",42,"Other","Standard","1.11",14,"Oceania","Mobile","13.99",1,"Gift Card",2,"0.07","Drama"
"72bb60bf-c49d-4cc3-86c2-8cd3f6be1ce5",26,"Male","Standard","1.71",52,"Africa","Mobile","13.99",1,"Credit Card",2,"0.03","Drama"
"52ff69f9-64ce-456d-a1b9-2494c4b9bdc8",18,"Other","Standard","1.62",20,"Asia","Mobile","13.99",1,"Crypto",1,"0.08","Documentary"
"29a921ff-1567-4ba6-87c0-585ba15fcac7",39,"Female","Basic","1.28",45,"Africa","TV","8.99",1,"Gift Card",5,"0.03","Horror"
"d96a205c-59e2-44e0-a5f6-de58c25eb3b1",27,"Female","Standard","4.07",42,"North America","Desktop","13.99",1,"Crypto",5,"0.09","Drama"
"52b32e23-e4d9-4aa8-bdb6-3d8116bc98aa",48,"Female","Basic","0.23",37,"Europe","Mobile","8.99",1,"Credit Card",2,"0.01","Action"
"df17acd4-8698-461e-9cc7-1ac06d763fbc",47,"Male","Premium","3.88",53,"North America","Mobile","17.99",1,"Crypto",5,"0.07","Documentary"
"f19ee025-d5a8-41e3-9a40-78a71e473891",50,"Female","Standard","0.27",31,"South America","Tablet","13.99",1,"Crypto",1,"0.01","Romance"
"210b00a5-c07d-401b-8396-3eaba615e20f",56,"Female","Premium","2.98",39,"Europe","Laptop","17.99",1,"PayPal",3,"0.07","Comedy"
"00bcd65f-ca17-43af-b1a3-c0e310d52966",42,"Male","Standard","1.65",41,"Africa","Mobile","13.99",1,"PayPal",3,"0.04","Action"
"047cacb4-85d1-4fb9-82ef-e68ce12afd11",26,"Female","Standard","1.84",15,"Asia","Mobile","13.99",1,"Gift Card",5,"0.12","Action"
"1f80abbd-35a7-4d62-b292-d31fa23c9f5f",38,"Female","Basic","3.49",54,"Asia","Tablet","8.99",1,"PayPal",5,"0.06","Horror"
"19f66e59-f164-47f1-b788-4b1762db226b",36,"Female","Basic","0.99",24,"Africa","Laptop","8.99",1,"Debit Card",3,"0.04","Comedy"
"f7b78561-9d8b-4712-b3f3-238569b95f4b",47,"Male","Premium","1.57",39,"Oceania","Desktop","17.99",1,"Credit Card",5,"0.04","Horror"
